"tayren","طايرين"
"3leh","عليه"
"elta7ded","التحديد"
"3a6al","عاطل"
"8$a6h","قشطه"
"elkabrah","الكبره"
"fadyetlk","فاضيتلك"
"lmoslsl","المسلسل"
"bt3rf","بتعرف"
"5abera","خبيره"
"3morha","عمرها"
"malo","مالو"
"ashofkom","اشوفكم"
"2ndari","انداري"
"l7gti","لحقتي"
"btshl8","بتشلق"
"wazer","وزير"
"e7tmal","احتمال"
"raib","رايب"
"btro7i","بتروحي"
"3afofe","عفوفي"
"btkrhak","بتكرهك"
"elasbab","الاسباب"
"8azdetni","قاصديتني"
"btjnenu","بيتجننوا"
"alshbak","الشباك"
"9arlo","صارلو"
"elbalad","البلد"
"3elme","علمي"
"galboshe","قلبوشي"
"labseh","لابسه"
"wa6n","وطن"
"matradish","ماترديش"
"27kele","احكيلي"
"eb$ri","ابشري"
"bt7beha","بتحبيها"
"7altna","حالتنا"
"adal","اضل"
"glayeh","قلايه"
"hlktona","هلكتونا"
"ejet","اجيت"
"mdamk","مادامك"
"bnshofak","بنشوفك"
"bms7o","بمسحو"
"alakthrye","الأكثريه"
"2reeb","أريب"
"3joz","عجوز"
"ejazeh","اجازه"
"elta9wet","التصويت"
"5afef","خفيف"
"tetmana","تتمنى"
"fal7","فالح"
"whek","وهيك"
"3azmak","عازمك"
"aklet","اكلت"
"7blti","حبلتي"
"bla5la8","بالأخلاق"
"btsere","بتصيري"
"leky","ليكي"
"mskt","مسكت"
"brnamej","برنامج"
"5alene","خليني"
"8wy","قوي"
"2l2nt5abat","الانتخابات"
"elsra7a","السراحه"
"5altu","خالتو"
"2akhe","اخي"
"deer","دير"
"tholatha","ثلاثاء"
"dalo3et","دلوعة"
"ethno","اتهنو"
"ftourak","فطورك"
"9albi","قلبي"
"matt","ماتت"
"thtz","تهتز"
"betko","بيتكوا"
"$warb","شوارب"
"ft7o","فتحو"
"ismah","اسمه"
"m86ou3h","مقطوعه"
"mthlj","مثلج"
"tshta8lk","تشتاقلك"
"barad","براد"
"atslene","اتسليني"
"amkshr","امكشر"
"smad","سماد"
"jhz","جهز"
"7agara","حقاره"
"$a59ek","شخصك"
"alda7ook","الضحوك"
"mejnouna","مجنونه"
"ysolfn","يسولفن"
"wrj3t","ورجعت"
"mu5e","مخي"
"b7ar","بحار"
"a3tel","اعطل"
"beredt","بردت"
"a8ra2","اقرأ"
"m5tfi","مختفي"
"tnot","تنط"
"khlik","خليك"
"brbak","بربك"
"6a7ont","طاحونة"
"bt2edne","بتايدني"
"odros","ادرس"
"el3mo","العمو"
"marka","ماركه"
"mohammed","محمد"
"w83t","وقعت"
"yt7ml","يتحمل"
"9'ayltlk","ضايلتلك"
"elmk$of","المكشوف"
"5aleha","خليها"
"3r9","عرص"
"ylo7","يلوح"
"7elwa","حلوه"
"shahen","شاهين"
"wa6i","واطي"
"ba8dar","بقدر"
"awladi","اولادي"
"5lena","خلينا"
"bttnb2","بتتنبأ"
"5l9na","خلصنا"
"5sni","خصني"
"elshe5","الشيخ"
"$o8teni","شوقتيني"
"ktb","كتب"
"saratan","سرطان"
"a$ya2","اشياء"
"kthro","كثرو"
"3j8ah","عجقه"
"ttmany","تتمني"
"rekbat","ركبت"
"e7na","احنا"
"yahfdha","يحفضها"
"abyh","ابيه"
"mizan","ميزان"
"3o6'ni","عوضني"
"geti","جيتي"
"nro7lo","نروحله"
"hndst","هندسة"
"btfhamo","بتفهمه"
"$abab","شباب"
"lklami","لكلامي"
"2r3n","أرعن"
"b7mar","بحمار"
"rkazet","ركزت"
"t5ssk","تخصصك"
"istiqlal","استقلال"
"nawye","ناويه"
"tnqrdo","تنقرضو"
"3$a","عشا"
"2zajel","الزاجل"
"2lweli","ألويلي"
"a7kelhom","احكيلهم"
"2lmleon","المليون"
"bwejhe","بوجهي"
"2ejena","اجينا"
"byt","بيت"
"2blke$","ابلكش"
"matfahmin","متفاهمين"
"shtagli","أشتاقلي"
"y6ag3li","يطقعلي"
"sar","صار"
"3mami","عمامي"
"6'hek","ضحك"
"dwamkm","دوامكم"
"y3aljni","يعالجني"
"esma3o","اسمعوا"
"btmoti","بتموتي"
"ma3jon","معجون"
"s3rhn","سعرهن"
"mdaom","مداوم"
"mo3jab","معجب"
"y5othej","يخوثج"
"6ob","طوب"
"a4nk","اذنك"
"kolha","كلها"
"mnlof","منلف"
"azna5na","ازنخنا"
"arj3lkm","ارجعلكم"
"a3'lab","اغلب"
"w$6fi","وشطفي"
"5et","خيط"
"mo3dalek","معدلك"
"maklh","ماكله"
"3halk","عهلك"
"t8dri","تقدري"
"bnadik","بناديك"
"mabdek","مابدك"
"5brtni","خبرتني"
"9'7keni","ضحكيني"
"mle7ah","مليحه"
"ra2yk","رأيك"
"al2ajwabeh","الأجوبه"
"ednek","ادنك"
"btkoni","بتكوني"
"trj3e","ترجعي"
"a3'raha","اغراها"
"2esha3a","اشاعه"
"wa6ane","وطني"
"yikitbo","يكتبه"
"drb","درب"
"3yon","عيون"
"tesm3eha","تسمعيها"
"beji","بيجي"
"3omr","عمر"
"nar","نار"
"tthaosh","تتهاوش"
"s2latak","سألتك"
"shtawe","شتوي"
"29lh","اصله"
"ga9f","قصف"
"shayel","شايل"
"el$3'aleh","الشغاله"
"b7awel","بحول"
"bt$ele","بتشيلي"
"asawrlk","اصورلك"
"sanad","سند"
"3adeh","عاده"
"btst7e","بتستحي"
"taneen","تنين"
"ykoon","يكون"
"lmarka","الماركه"
"jawk","جوك"
"3arfni","عارفني"
"ag3oud","اقعد"
"saroo5","صاروخ"
"b9ra7ah","بصراحه"
"a3be","اعبي"
"28olak","اقلك"
"27dr","احضر"
"alt7lya","التحلايه"
"2es2al","اسأل"
"darek","دارك"
"7aset","حسيت"
"moknaset","مكنسة"
"2kshef","اكشف"
"ba8ldak","بقلدك"
"eltafh","التافه"
"ra2ye","رائي"
"elard","الارض"
"y79'aro","يحضروا"
"wrdti","وردتي"
"b59k","بخصك"
"el7a6'","الحظ"
"mg6mah","مقطمه"
"kashef","كاشف"
"tsmm","تسمم"
"b97i","بصحي"
"t9omi","تصومي"
"mmno3","ممنوع"
"zayo","زيه"
"7sabek","حسابك"
"6aib","طيب"
"elbay5a","البايخه"
"m95rji","مصخرجي"
"yhadi","يهدي"
"t7rde","تحرضي"
"6b5tu","طبختو"
"azkor","ازكر"
"trodsh","تردش"
"lweyn","لوين"
"hine","هيني"
"b2dar","بأدر"
"heak","هيك"
"agba","اغبى"
"e9bri","اصبري"
"bshu","بشو"
"5a9em","خصم"
"w7da","وحده"
"akbr","اكبر"
"3'aeb","غايب"
"muhndes","مهندس"
"ya3mil","يعمل"
"zballeh","زباله"
"lhayet","الحياه"
"eljayeh","الجايه"
"n6'r","نظر"
"tamem","تمام"
"nenbase6","ننبسط"
"y8bal","يقبل"
"elest3lam","الاستعلام"
"ne3mal","نعمل"
"ratbek","راتبك"
"eltrab","التراب"
"zah8aneh","زهقانه"
"est7i","استحي"
"edesh","اديش"
"29'6ret","اضطريت"
"n9yaftha","نصيفتها"
"el2r9'","الارض"
"dras","درس"
"9madi","صمادي"
"trah","ترى"
"5mees","خمييس"
"al3almeen","العالمين"
"bshar","بشار"
"bader","بدير"
"kweseh","كويسه"
"metwa7me","متوحمه"
"shwi","شوي"
"b$of","بشوف"
"7zrek","حزرك"
"3ankom","عنكم"
"btbeni","بتبيني"
"mtab3a","متابعه"
"2twal","اطول"
"td3'6i","تضغطي"
"lé","لي"
"n8sne","نقصني"
"btfr2","بتفرء"
"elmzbleh","المزبله"
"tle3t","طلعت"
"fhmatha","فهمتها"
"3balha","عبالها"
"bt$rfoni","بتشرفوني"
"lama","لما"
"mle7","مليح"
"tstfzni","تستفزني"
"m2hor","مأهور"
"2t86m6","أتقطمط"
"bta5od","بتوخد"
"jrbi","جربي"
"el3'bi","الغبي"
"lebsetak","لبستك"
"9'a3o","ضاعو"
"ygawmk","يقومك"
"mosab8t","مسابقات"
"jbeiha","جبيها"
"2fee2","افيئ"
"slafi","سلافي"
"selfie","سلفي"
"hadool","هدول"
"79no","حصنو"
"bkafe","بكفي"
"algorithm","الغورثم"
"bdhom","بدهم"
"7ayaati","حياتي"
"kolne","كلني"
"8lal","قلال"
"b3t","بعت"
"we3fi","ويعفي"
"l8a9eda","القصيده"
"madet","مادة"
"slokk","سلوكك"
"7o6","حط"
"gazdak","قزدك"
"lab3tlek","لبعتلك"
"drda$eh","دردشه"
"tar7ib","ترحيب"
"b5tser","بختصر"
"fer8eto","فرقته"
"b$bah","بشبه"
"gazaztene","قززتني"
"lhyat","الحياة"
"bksbha","بكسبها"
"lsafar","السفر"
"lahala2","لهلأ"
"sha5seian","شخصيا"
"el$efon","الشيفون"
"sm3tk","سمعتك"
"mhma","مهما"
"9ya3tak","صياعتك"
"mashyen","ماشين"
"6awela","طويله"
"ta3mla","تعمله"
"warih","وريه"
"3edyh","عيديه"
"7artnna","حارتنا"
"sntah","سنته"
"momkin","ممكن"
"t2thrt","تأثرت"
"mtaf8en","متفقين"
"ta7et","تحت"
"akebo","اكبو"
"bnd7k","بنضحك"
"b7ko","بحكو"
"mabna","مبنى"
"elj4r","الجذر"
"ashufu","اشوفه"
"8a9eda","قصيده"
"godami","قدامي"
"a3ta8ed","اعتقد"
"azetoh","ازته"
"msolf","مسولف"
"bt$7n","بتشحن"
"ghalyi","غاليي"
"zet","زيت"
"z3'er","زغير"
"dwz","دوز"
"telfonh","تلفونه"
"rkz","ركز"
"na3em","ح"
"aho6lek","احطلك"
"benti","بنتي"
"lateef","لطيف"
"a8walek","اقوالك"
"ta5a9o9","تخصص"
"ista3idi","استعدي"
"3omrik","عمرك"
"7lgtu","حلقتو"
"3aysheh","عايشه"
"8r2te","قراتي"
"rawa7t","روحت"
"bimoto","بموتو"
"sa7ba","صحبه"
"7asestak","حاسستك"
"3raise","عرايسي"
"seher","سهر"
"3aw6'telkn","عوظتلكن"
"ejri","اجري"
"bfakerha","بفكرها"
"lykoon","لا يكون"
"tzh8","تزهق"
"el8rfeh","القرفه"
"rhlto","رحلتو"
"2sa3a","الساعه"
"knader","كنادر"
"3arfeh","عارفه"
"8drat","قدرت"
"abkar","ابكر"
"mashawe","مشاوي"
"3zezte","عزيزتي"
"bz3lsh","بزعلش"
"zakeh","زاكيه"
"nfa8","نفاق"
"t7o6lek","تحطلك"
"fkrtk","فكرتك"
"asmar","اسمر"
"b3tf","بعطف"
"ttfdl","تتفضل"
"moshtaherah","مشتهره"
"laziim","لازم"
"b$hdlo","بشهدله"
"am39m9h","امعصمصه"
"m7tajk","محتاجك"
"llmmat","للممات"
"radi","راضي"
"hadoo","هدو"
"el3'daa","الغداء"
"t3rfo","تعرفوا"
"salwn","صالون"
"bdrous","بدرس"
"aflel","افلل"
"yahud","يهود"
"asasn","اساسا"
"maklen","ماكلين"
"zar6hn","زارطهن"
"3ndk","عندك"
"j3bale","جعبالي"
"o3'nyh","اغنيه"
"n7fan","نحفان"
"bt3rfni","بتعرفني"
"habebte","حبيبتي"
"l3'tha","لغتها"
"jeboli","جيبولي"
"8araf","قرف"
"7alek","حالك"
"mdeneh","مدينيه"
"allahou","الله"
"amawtak","اموتك"
"bndm","بندم"
"anw","انه"
"nadeen","نادين"
"bra7tkm","براحتكم"
"63m","طعم"
"tari8ah","طريقه"
"27lakom","احلاكم"
"eld3oah","الدعوه"
"go3'rafya","جغرافيه"
"a8n3teni","اقنعتيني"
"e3lanat","اعلانات"
"haine","هيني"
"b3rfak","بعرفك"
"wafrna","وفرنا"
"t9wrnaha","تصورناها"
"elmostanbt","المستنبط"
"benadoni","بينادوني"
"9a7n","صحن"
"msa7ib","مصاحب"
"bandora","بندوره"
"tskt","تسكت"
"balche","بلجي"
"mbdk","مابدك"
"b7bsh","بحبش"
"gultha","قولتها"
"bt3rfu","بتعرفو"
"3l7fh","عالحفله"
"b9'ef","بضيف"
"darori","ضروري"
"nwri","نوري"
"wjbet","وجبة"
"b8lbk","بقلبك"
"id3elna","ادعيلنا"
"aslak","اسلاك"
"fkrha","فكره"
"katbna","كتبنا"
"eljam3a","الجامعه"
"elmo5tar","المختار"
"blyel","باليل"
"mthbten","مثبتين"
"btajweb","بتجاوب"
"mwkal","موكل"
"ysweha","يسويها"
"dwrat","دورت"
"moslim","مسلم"
"ajawib","اجاوب"
"r2yak","رأيك"
"fyush","فيوش"
"b3d","بعد"
"meshwari","مشواري"
"sahriyetna","سهرتنا"
"df3","دفع"
"amurh","اموره"
"badltiny","بادلتيني"
"5sosn","خصوصا"
"5sart","خسارة"
"7elo","حلو"
"tari5","تاريخ"
"bt79'rsh","بتحضرش"
"aznkh","ازنخ"
"3ks","عكس"
"sha5s","شخص"
"rouhie","روحي"
"kaynh","كاينه"
"asmant","اسمنت"
"toktob","تكتب"
"t8r2ha","تقرأها"
"ras","راس"
"3'rebeh","غريبه"
"3arfe","عارفه"
"t3li8","تعليق"
"nje7t","نجحت"
"el5mes","الخميس"
"mtasef","متأسف"
"2kbrhm","اكبرهم"
"w$wet","وشوية"
"jebne","جيبني"
"elmoad","المواد"
"fat7ya","فتحيه"
"5oftony","خوفتوني"
"fa5","فخ"
"nser","نصير"
"wafr7k","وفرحك"
"fsl","فصل"
"elw6nyh","الوطنيه"
"at7asb","اتحاسب"
"biaref","بئرف"
"sayer","صاير"
"r$eha","رشيها"
"alkorneshh","الكرنيشه"
"5abten","خابطين"
"blazgo","بلزقو"
"m$ro3ek","مشروعك"
"blwaqe3","بالواقع"
"bgaweb","بجاوب"
"yra7amo","يرحمه"
"farouk","فاروق"
"sh59en","شخصين"
"blmshakel","بالمشاكل"
"fa5amet","فخامات"
"gbel","قبل"
"a9ayl","اصايل"
"bi8darsh","بقدرش"
"shrik","شريك"
"zah2","زهأ"
"5l9","خلص"
"mbyen","مبين"
"dwri","دوري"
"a9ab3i","اصابعي"
"fii3y","فيعي"
"6oseh","طوسه"
"mhwi","مهوي"
"rwa7ti","روحتي"
"elzyarah","الزياره"
"safarit","سافرت"
"jbteli","جبتيلي"
"ehdina","اهدنا"
"6mnena","طمنينا"
"amonh","امونه"
"mozaz","مزز"
"297ab","اصحاب"
"mt5byh","متخبيه"
"quds","قدس"
"btnfa3","بتنفع"
"shlon","شلون"
"3nek","عنك"
"yt6awar","يتطور"
"da5el","داخل"
"hayhum","هيهم"
"derate","ديرتي"
"bokra","بكرا"
"aragil","اراجيل"
"msd8","مسدق"
"l5zana","الخزانه"
"shranat","سهرانات"
"9oti","صوتي"
"nadaha","ناداها"
"6'arori","ظروري"
"eyaha","أياها"
"b7dar","بحضر"
"flefleh","فليفله"
"bdaak","بدك"
"eltnen","التنين"
"trta7","ترتاح"
"btstfedo","بتستفيدو"
"astaw3eb","استوعب"
"sa6alt","سطلت"
"el7ki","الحكي"
"btzbt","بتزبط"
"mmtaz","ممتاز"
"7asetik","حاسيتك"
"yumetha","يوميتها"
"nsethom","نسيتهم"
"jlatni","جلتني"
"lmr7ala","المرحله"
"biw2fni","بؤفني"
"moba$er","مباشر"
"koleyeh","كليه"
"mowa9fat","مواصفات"
"blfls6yny","بالفلسطيني"
"yhmk","يهمك"
"elnomeh","النومه"
"bfr8","بفرق"
"$akli","شكلي"
"kan","كان"
"bot","بوط"
"moklefeh","مكلفه"
"zbalh","زبالة"
"ymza3km","يمزعكم"
"bra2yi","برأي"
"3'shash","غشاش"
"yabshr","يابشر"
"bthmni","بتهمني"
"7arti","حارتي"
"btr2bne","بترائبني"
"bt$3o","بتشعوا"
"2nchbi","انجبي"
"bt7eseha","بتحسيها"
"ajawbo","اجاوبو"
"eln5el","النخيل"
"9a7eb","صاحب"
"7atm","حاتم"
"ttmaneen","تتمنين"
"2sht8tlo","اشتقتله"
"7ali","حالي"
"ent9ar","انتصار"
"knk","كنك"
"e5serty","اخسرتي"
"thakartene","ذكرتيني"
"eljajeh","الجاجه"
"shabati","شاباتي"
"yhdeki","يهديكي"
"rg3","رقع"
"m5lek","مخليك"
"thanwi","ثانوي"
"elw7di","الوحده"
"an8lbo","انقلبوا"
"kmadat","كمادات"
"bt7keha","بتحكيها"
"ya$ena","ياشينه"
"dheket","ضحكت"
"5ebrah","خبره"
"k2no","كأنه"
"b8imo","بقميه"
"b9'a3a","بضاعه"
"3rbi","عربي"
"e$traki","اشتراكي"
"el6arma","الطرمه"
"tegesh","تجيش"
"shoyt","شوية"
"a5uy","اخوي"
"yatoub","يتوب"
"m9d8at","مصدقات"
"bozak","بوزك"
"ln3jeb","لنعجب"
"el3f9","العفص"
"a5ert","اخرة"
"el7lol","الحلول"
"atjawaz","اتجاوز"
"asaleke","اسليكي"
"td5ol","تدخل"
"ag3ud","اقعد"
"waled","وليد"
"t2men","تأمين"
"2m","ام"
"bglbna","بقلبنا"
"alsu2al","السؤال"
"mnzl","منزل"
"t9le7","تصليح"
"em","ام"
"$b3aneh","شبعانه"
"t3fne","تعفني"
"trchi","ترشي"
"lwa2t","الوئت"
"btsm3oh","بتسمعوه"
"adawem","اداوم"
"boz","بوز"
"be3ez","بيعز"
"b3'erha","بغيرها"
"5zaneh","خزانه"
"a3'ra9'o","اغراضه"
"madh","ماده"
"ma3andeksh","ماعندكيش"
"wen","وين"
"tfrjena","تفرجينا"
"bl8sb","بالقصب"
"tw8a3i","توقعي"
"5li","خلي"
"6lal","طلال"
"blba8lha","بلبقلها"
"btfham","بتفهم"
"3tmeh","عتمه"
"efhmha","افهمها"
"arta7","ارتاح"
"trk","ترك"
"was6h","واسطه"
"6al3en","طالعين"
"lazim","لازم"
"b3rfni","بعرفني"
"em3a6l","امعطل"
"elilo","إليله"
"bt5aleke","بتخليكي"
"bgrblk","بقربلك"
"wjhk","وجهك"
"ryto","ريته"
"mazb6t","مازبطت"
"mda5leno","مدخلينه"
"nasa","ناسا"
"mjnntne","مجننتني"
"kwys","كويس"
"nahifat","نحيفات"
"mfhmt$","مفهمتش"
"tt5awath","تتخوث"
"36ofet","عطوفة"
"3andi","عندي"
"hawla","حولا"
"m7tara","محتاره"
"mjozen","مجوزات"
"soof","صوف"
"moslsl","مسلسل"
"5atem","خاتم"
"5er","خير"
"fa5men","فخمين"
"nehayt","نهاية"
"27tmal","احتمال"
"lja7im","لجحيم"
"lsano","لسانه"
"mrahba","مرحبا"
"t$wee8","تشويق"
"zake","زكي"
"huda","هدى"
"a5leki","اخليكي"
"omri","عمري"
"m3ah","معاه"
"d5lha","دخلها"
"halesbo3","هالاسبوع"
"elta3rof","التعرف"
"belmara","بالمره"
"al5raye6","الخراييط"
"tkun","تكون"
"el8dem","القديم"
"ysalmek","يسلمك"
"2b3tlk","ابعتلك"
"llkol","للكل"
"bedabt","بضبط"
"tbainy","تبيني"
"2shrb","اشرب"
"eyah","اياه"
"$ak","شاك"
"jamell","جميل"
"7koma","حكومه"
"noshkor","نشكر"
"abryz","ابريز"
"aked","اكيد"
"roe2","روء"
"shlto","شلتو"
"mlfofat","ملفوفات"
"ts2lene","تسأليني"
"8r3h","قرعه"
"elmot","الموت"
"dwran","دورن"
"eswarti","اسوارتي"
"atzaker","اتزكر"
"aro7","اروح"
"mlo5eh","ملوخيه"
"zab6ah","زابطه"
"bel2wal","بالأول"
"tshoufi","تشوفي"
"ordonieh","اردنيه"
"mwjoden","موجودين"
"btrygt","بطريقة"
"$a7ni","شاحني"
"mrj3ah","مرجعه"
"7ateteh","حطتيها"
"nswan","نسوان"
"tormos","ترمس"
"mrawe7","مروح"
"aly","الي"
"el3leh","العله"
"zmbrk","زمبرك"
"3mlili","عمليلي"
"$br","شبر"
"bnten","بنتين"
"tg9e","تقصي"
"a5barkn","اخباركن"
"$a59eti","شخصيتي"
"ba3ezak","بيعزك"
"btshahi","بتشهي"
"haljana","هالجنه"
"mo7trm","محترم"
"t3'yrna","تغيرنا"
"deno","دينه"
"elbld","البلد"
"shamws","شاموس"
"nthaleh","نذاله"
"enkasar","انكسر"
"bt3rafhom","بتعرفهم"
"igeet","اجيت"
"d7brhn","دحبرهن"
"btla86i","بتلقطي"
"eftariti","افتريتي"
"zenkha","زنخه"
"nmoot","نموت"
"al3alm","العالم"
"enak","انك"
"raslo","راسله"
"2lb6aneh","البطانيه"
"ys7ek","يصحيك"
"t5sari","تخسري"
"ba6ws","باطوس"
"32l","عئل"
"eltawa9ol","التواصل"
"arwa3","اروع"
"ranat","رنت"
"mresh","مريش"
"5e6hn","خيطهن"
"jdawl","جداول"
"balash","بلاش"
"manwra","منوره"
"jajeh","جاجه"
"a3adel","اعدل"
"lsowar","الصور"
"3lbyt","عالبيت"
"mansaf","منسف"
"shawarma","شاورما"
"ytmmmlk","يتمملك"
"ygeeb","يجيب"
"mabnf3","مابنفع"
"bnfsek","بنفسك"
"y5odni","يخدوني"
"m9d8ah","مصدقه"
"btetsawr","بتتصور"
"sho3'olhm","شغلهم"
"awedem","اوادم"
"rafe9'","رافض"
"nksret","أنكسرت"
"ytjam3o","يتجمعوا"
"wtakaram","وتكرم"
"jrbiiha","جربيها"
"ma5lo8","مخلوق"
"hk","هيك"
"khl8","خلق"
"683yh","طقعيه"
"m$ank","مشانك"
"el6awleh","الطاوله"
"beltswer","بالتصوير"
"el9yam","الصيام"
"adabi","ادبي"
"2lsog","السوق"
"mhneh","مهنه"
"elrawdeh","الرواده"
"w8etha","وقتها"
"eno","انه"
"jezan","جيزان"
"omork","امورك"
"f7jh","فحجه"
"maznakh","مزنخ"
"mo7trmat","محترمات"
"leastek","لساتك"
"elsabe3","السابع"
"8osa","قصه"
"kelmeh","كلمه"
"r2ye","رأيي"
"bsb3h","بسبعه"
"9d8te","صدقتي"
"aleyom","اليوم"
"mwaf8a","موفقه"
"b3mrk","بعمرك"
"whyet","وحياة"
"3'feat","غفيت"
"al3'l6","الغلط"
"mat","مات"
"bt3'asheshne","بتغششني"
"lawen","لوين"
"y3enkom","يعينكم"
"fokek","فكك"
"masken","ماسكين"
"eshya2","اشياء"
"btfre2","بتفرء"
"freka","فريكه"
"elfayi3","الفايع"
"gbloh","قبلوه"
"blani","بلاني"
"marto","مرته"
"el3a8el","العقل"
"anchalla","انشالله"
"t3res","تعريس"
"jabo","جابه"
"mesthleh","مستاهله"
"ysam7ak","يسامحك"
"7alate","حالاتي"
"elbasi","البسي"
"sha3eb","شعب"
"bnlam","بنلام"
"5adma","خادمه"
"ad7a","اضحى"
"n5leha","نخليها"
"jayeh","جايه"
"3'erha","غيرها"
"bhdw2","بهدوء"
"kwesen","كويسين"
"eltajamo3","التجمع"
"e7kelha","احكيلها"
"najwa","نجوى"
"tla3","طلع"
"kbdeh","كبده"
"llbeaj","للبيج"
"tenten","تينتين"
"btdefi","بتضيفي"
"akrm","اكرم"
"e3mll","اعمل"
"msg","مسج"
"a7lam","احلام"
"b7iatak","بحياتك"
"jz2","جزء"
"ka2ena","كائنه"
"5zgti","خزقتي"
"ajeblkm","اجيبلكم"
"3lbet","عالبيت"
"negdar","نقدر"
"e63j","اطعج"
